FinalWgt,CR1,CR2,CR3,CR4,CR5,QAR6,QAR7,QAR8,QAR9,CR10,CR11,CR12,CR13,CR14,CR15,CR16,CR17,CR18,CR19,CR20,CR21,CR22,CR23,CR24,CR25,CR26,CR27,QAR28,QAR29,CR30,CR31,CR32,CR33,CR34,CR35,CR36,CR37,CR38,CR39,CR40,CR41,CR42,CR43,CR44,CR45,CR46,CR47,CR48,CR49,CR50,CR51,CR52,CR53,CR54,CR55,QAR56,Stratum,PSU
5.563427528,1,1,1,1,1,1,1,1,7,1,2,1,1,1,1,1,1,1,4,3,3,1,2,2,2,4,2,4,4,3,4,1,5,1,2,1,1,1,1,1,1,2,2,2,4,3,1,2,2,3,3,1,1,4,1,1,200401001,1
5.563427528,1,1,1,1,1,1,1,1,7,2,2,1,1,1,1,2,1,1,1,2,2,1,2,2,3,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,1,1,2,2,,2,1,3,1,1,200401001,1
5.563427528,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,4,2,3,1,1,1,1,1,1,1,2,1,2,2,4,2,3,,2,2,2,2,1,5,1,1,200401001,1
5.563427528,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,3,4,2,7,7,2,4,1,3,1,1,1,1,1,1,1,1,2,2,1,3,1,2,2,1,3,3,2,4,3,1,1,200401001,1
5.563427528,1,3,2,2,7,2,8,,,,,2,2,3,1,1,1,2,4,2,2,3,1,2,,3,3,7,6,1,4,3,3,1,1,1,7,3,3,2,3,3,2,2,3,2,2,2,2,2,2,3,4,3,1,1,200401001,1
5.563427528,1,4,1,1,1,1,1,1,7,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,4,1,3,7,1,3,1,1,1,1,1,6,1,1,1,2,1,2,2,3,3,2,1,2,2,2,2,2,2,,1,200401001,1
5.563427528,1,4,2,3,3,,2,6,4,2,1,6,1,3,1,2,2,2,3,1,2,1,2,2,3,4,1,3,3,2,1,2,2,1,1,2,5,3,3,2,1,3,2,2,4,3,2,2,1,1,1,2,2,3,1,1,200401001,1
5.563427528,1,4,2,3,5,3,2,2,3,2,2,6,2,1,3,1,,2,4,3,2,3,2,2,3,4,2,2,2,2,3,1,1,2,2,2,5,3,2,5,3,2,2,2,2,2,3,1,2,2,2,2,1,4,1,1,200401001,1
5.563427528,1,5,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,4,3,3,2,2,2,3,4,1,1,2,4,3,2,2,1,1,1,7,3,2,5,1,2,2,2,3,2,2,3,2,1,1,2,4,3,1,1,200401001,1
5.563427528,1,5,2,2,8,7,2,2,4,1,2,7,2,1,3,2,3,1,1,2,1,3,3,1,1,4,1,2,4,4,4,1,1,2,1,1,1,1,1,1,3,3,2,2,4,3,1,4,1,3,1,1,4,4,1,1,200401001,1
5.563427528,1,5,3,3,4,,7,8,,3,1,3,4,3,3,2,1,2,3,1,2,1,1,1,3,2,4,4,4,3,4,5,5,2,4,2,2,5,3,2,1,3,3,1,3,1,4,,1,3,1,3,3,3,1,1,200401001,1
5.563427528,1,5,3,4,2,6,7,4,3,2,1,,2,1,4,1,1,1,4,1,1,1,1,1,2,4,3,2,1,4,,,4,1,2,3,3,5,3,3,3,2,2,2,2,1,4,4,1,,2,2,1,4,1,1,200401001,1
5.563427528,1,5,7,5,2,3,6,3,7,3,1,6,3,1,4,2,3,3,4,3,3,1,1,1,1,4,3,7,2,4,4,5,5,2,4,3,2,2,4,6,3,4,2,2,2,1,2,2,2,2,2,1,1,4,1,1,200401001,1
5.563427528,2,1,,1,1,1,1,1,1,1,2,1,1,3,1,2,1,1,3,2,2,2,2,2,1,4,1,7,,4,4,5,5,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,3,2,3,4,3,1,1,200401001,1
5.563427528,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,2,2,2,2,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,2,2,2,4,3,3,4,2,2,2,2,1,3,1,1,200401001,1
5.563427528,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,200401001,1
5.563427528,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,,2,2,3,3,3,3,4,1,3,3,1,4,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,2,3,2,3,3,3,4,3,1,1,200401001,1
5.563427528,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,3,4,3,2,2,3,3,1,1,1,1,1,1,1,1,1,2,3,2,2,4,3,4,3,2,2,2,2,1,4,1,1,200401001,1
5.563427528,2,1,1,1,1,1,1,1,3,1,1,1,1,5,1,1,2,1,2,1,2,2,1,2,3,4,1,3,3,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,3,1,1,200401001,1
5.563427528,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,4,2,2,2,2,2,3,4,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,3,3,2,1,2,1,1,3,1,1,200401001,1
5.563427528,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,1,1,3,2,2,3,3,3,3,4,1,2,2,4,3,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,3,1,1,200401001,1
5.563427528,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,4,2,2,2,2,2,1,4,1,2,2,3,4,1,1,1,3,1,1,1,1,1,2,1,2,2,2,1,1,4,2,2,3,3,3,3,1,1,200401001,1
5.563427528,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,2,1,1,3,2,2,2,2,2,1,4,1,2,2,3,3,1,1,2,1,1,1,1,1,1,2,2,2,2,3,3,4,4,2,3,3,1,3,3,1,1,200401001,1
5.563427528,2,1,1,1,1,1,1,1,6,1,2,1,2,1,1,1,1,1,2,3,1,3,2,2,1,4,2,1,1,4,4,1,1,2,1,1,1,7,1,1,3,4,4,2,1,3,3,4,2,2,2,2,1,4,1,1,200401001,1
5.563427528,2,1,1,1,1,1,1,1,7,1,2,1,1,3,1,1,1,1,4,1,2,1,1,2,2,4,1,6,3,3,3,1,1,1,1,1,1,1,1,1,3,4,3,2,4,2,3,3,2,2,2,2,1,3,1,1,200401001,1
5.600798534,1,,,3,2,3,2,2,2,3,2,5,2,3,3,1,1,2,4,3,3,1,1,2,2,4,3,,,4,4,3,1,,3,1,2,5,3,3,3,1,2,2,3,2,2,1,2,1,2,2,2,,1,2,200401001,1
5.649209437,2,1,1,1,1,1,1,1,4,1,2,1,1,4,1,1,1,3,2,3,1,3,3,3,3,4,2,7,7,1,3,4,3,1,1,1,1,1,1,1,3,2,2,2,2,1,1,2,2,2,2,2,3,3,2,1,200401001,1
5.649209437,1,4,4,,,,6,6,6,2,1,2,3,3,,2,4,3,4,3,1,1,1,1,,4,4,6,6,1,1,5,5,2,4,4,2,3,3,5,1,2,2,2,3,2,2,3,2,3,3,2,4,5,2,2,200401001,1
5.192532359,1,2,7,7,3,3,6,6,6,3,1,3,3,1,2,,2,2,3,3,3,1,1,1,2,3,2,6,6,3,3,2,5,1,3,2,2,,,3,3,3,2,2,2,2,1,2,1,2,2,2,1,5,1,1,200401001,2
5.192532359,1,3,1,1,1,1,2,1,7,1,2,7,2,3,3,1,2,2,3,2,2,2,2,2,2,4,1,3,2,4,4,3,1,1,2,3,3,3,2,3,1,2,2,2,2,1,1,2,2,1,2,2,3,5,1,1,200401001,2
5.192532359,1,7,4,3,2,3,8,4,,3,1,6,3,3,3,2,3,3,2,2,1,1,1,1,2,3,3,4,4,3,1,5,5,2,4,4,2,2,2,3,3,3,2,2,4,3,3,4,2,2,2,2,3,7,1,1,200401001,2
5.192532359,2,1,,1,2,5,1,,,1,,,1,3,1,1,2,1,1,3,2,1,,2,,3,1,1,5,1,1,1,2,,1,1,1,1,1,1,3,1,1,,2,1,3,3,1,2,3,2,4,5,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,,2,1,2,1,1,1,1,2,1,1,,2,2,,2,,3,4,1,1,3,4,4,1,1,1,1,1,1,1,1,1,3,1,2,2,4,3,3,1,2,2,2,2,1,4,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,3,4,1,7,7,1,4,1,2,1,1,1,1,1,1,1,1,2,3,2,4,3,3,4,2,2,2,2,1,2,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,4,2,2,3,3,3,2,4,1,3,3,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,4,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,2,1,2,,1,3,1,1,1,1,3,3,3,2,2,2,2,4,1,7,7,1,4,1,4,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,1,4,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,,4,1,7,7,1,4,1,2,1,1,1,1,1,1,1,3,3,2,1,4,1,2,4,2,2,3,2,1,3,1,,200401001,2
5.192532359,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,3,4,1,3,3,1,4,1,1,1,1,1,1,1,1,1,3,1,3,2,4,3,3,1,2,2,2,2,1,4,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,2,4,1,,7,1,4,2,2,1,1,1,1,1,1,1,1,2,2,2,4,2,2,4,2,2,2,2,3,3,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,3,3,2,2,3,4,1,2,2,4,4,1,5,1,4,1,1,1,1,1,1,3,3,2,3,3,3,4,2,3,3,2,1,2,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,3,2,2,1,2,2,2,4,1,3,3,3,,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,4,1,2,2,2,2,1,3,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,2,2,3,2,2,3,4,2,7,2,3,4,1,2,1,1,1,1,1,1,1,2,1,2,2,4,3,3,1,2,2,2,3,1,3,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,4,1,3,3,1,4,1,2,1,1,1,1,1,1,1,1,2,3,2,4,3,3,4,2,2,2,2,3,3,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,3,1,2,2,2,3,4,1,3,3,3,3,1,2,1,1,1,1,1,1,1,2,3,2,2,2,1,1,2,2,2,2,2,1,3,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,3,3,2,1,2,3,4,1,7,7,3,4,1,1,1,1,1,1,1,1,1,3,2,3,2,4,2,3,4,2,2,2,2,3,4,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,3,1,2,1,1,3,1,1,1,1,1,1,1,2,2,2,2,4,1,3,2,4,4,2,5,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,3,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,3,1,2,1,1,5,1,1,1,1,3,1,1,2,2,2,3,4,1,7,7,1,4,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,3,3,3,4,4,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,3,4,1,7,7,1,4,1,1,1,1,1,1,1,1,1,2,3,2,2,4,1,4,1,2,1,3,2,3,3,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,1,3,3,3,1,2,1,1,3,3,2,3,2,3,3,1,2,1,1,1,1,1,1,1,2,2,2,1,3,2,1,3,2,2,3,3,4,3,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,4,1,2,1,1,3,1,1,1,1,4,3,1,3,2,2,3,4,1,7,7,1,4,5,1,1,1,1,1,1,1,1,3,2,3,2,3,2,2,2,2,2,2,2,4,3,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,5,1,2,1,1,3,1,2,1,1,1,1,1,3,3,2,3,4,1,7,7,4,4,1,1,2,1,1,1,1,1,1,1,2,2,2,3,1,3,2,2,1,2,1,2,4,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,4,1,1,2,,,3,4,1,2,2,4,4,1,2,1,1,1,1,1,1,1,3,2,2,2,3,1,3,2,2,3,2,3,1,5,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,6,1,2,1,1,3,1,2,1,2,2,2,2,3,3,1,3,4,1,1,1,1,4,5,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,4,1,1,200401001,2
5.192532359,2,1,1,1,1,1,1,1,7,1,2,1,1,3,1,1,1,1,4,2,2,2,2,2,1,4,1,4,2,4,3,2,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,2,3,3,3,3,3,1,1,200401001,2
5.577164386,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,2,3,3,3,2,2,2,4,1,3,2,2,3,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,3,3,4,1,1,200401001,3
5.614627667,1,3,1,1,1,1,2,2,3,1,2,1,2,3,1,1,1,1,3,1,2,3,1,1,2,4,2,3,7,4,4,5,1,2,2,1,1,1,4,1,3,2,1,2,2,1,1,3,2,2,2,2,1,4,1,,200401001,3
5.614627667,1,4,4,2,2,7,5,2,3,2,2,7,2,3,2,1,4,1,1,3,1,1,2,2,2,4,4,7,2,1,4,1,5,1,3,3,3,3,3,3,3,3,3,2,4,1,4,2,2,2,2,2,1,4,1,2,200401001,3
5.614627667,1,5,1,1,1,1,1,1,3,1,2,2,2,1,3,1,2,1,2,1,2,3,1,2,2,4,1,3,2,1,4,1,1,1,2,2,1,1,1,4,3,2,3,2,4,3,3,3,2,2,2,2,1,4,1,2,200401001,3
5.614627667,1,5,1,1,1,1,1,1,5,1,2,6,2,1,2,1,2,2,4,2,2,2,2,2,,1,1,1,2,4,1,2,1,2,2,3,4,2,4,2,2,2,2,2,3,2,2,3,2,2,2,2,1,5,1,2,200401001,3
5.614627667,1,5,,,2,3,2,1,2,1,2,5,2,1,2,1,3,1,2,2,2,1,2,3,2,4,2,7,2,1,4,1,2,1,3,3,3,7,3,5,3,3,2,2,1,1,4,3,2,3,2,3,1,4,1,2,200401001,3
5.614627667,1,5,,,1,1,1,1,3,1,2,6,2,1,2,1,2,2,4,,2,2,2,2,2,4,2,3,2,4,4,1,2,1,3,3,3,5,3,3,3,2,2,2,3,2,3,3,2,2,2,2,1,5,1,2,200401001,3
5.614627667,1,5,6,5,2,,7,3,,3,1,,5,1,4,1,,,3,3,2,1,3,2,2,3,3,,,3,4,1,5,2,3,3,2,2,4,5,3,2,2,1,3,2,2,2,2,2,2,1,4,5,1,2,200401001,3
5.614627667,1,6,,,8,7,2,2,2,1,2,6,2,3,1,2,1,3,1,3,1,2,2,2,3,3,1,7,6,4,4,1,1,1,1,1,,1,2,1,2,1,1,2,2,3,3,1,2,1,2,2,1,4,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,3,3,2,,1,2,3,4,2,7,7,3,4,4,2,1,1,1,1,1,1,1,2,1,2,2,4,3,2,1,1,2,2,1,2,1,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,4,3,3,2,2,2,,1,,1,7,1,4,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,5,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,3,2,2,3,2,2,1,4,1,7,7,4,4,1,2,1,1,1,1,1,1,1,2,2,2,2,3,1,1,3,2,2,2,2,1,5,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,4,3,3,3,3,3,2,4,1,3,1,1,4,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,1,4,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,3,1,2,1,1,3,1,1,1,1,4,1,2,1,3,2,3,4,2,2,1,4,3,2,1,1,1,1,1,1,1,1,1,3,2,2,3,1,1,1,2,2,2,1,4,4,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,3,1,2,1,2,1,2,1,2,3,2,1,1,3,1,1,3,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,2,2,2,2,1,4,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,4,1,2,1,,,2,1,1,3,3,2,2,1,2,2,1,4,2,7,3,,4,1,1,1,1,1,1,1,1,1,2,2,2,1,3,2,2,2,2,2,2,2,4,4,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,2,1,2,3,3,3,2,4,1,3,1,4,4,1,1,1,1,1,1,1,1,1,3,3,2,2,4,3,3,4,2,2,2,2,1,3,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,3,3,2,3,3,3,3,4,1,2,2,1,4,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,3,4,2,1,2,2,1,3,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,4,2,2,2,2,2,3,4,1,3,3,1,4,1,1,1,1,1,1,1,1,1,2,3,2,2,4,2,3,4,2,2,2,2,1,4,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,2,1,1,2,3,3,2,3,3,3,4,1,3,2,1,3,1,1,1,1,1,1,1,1,1,3,3,3,2,4,3,3,4,2,2,2,2,1,7,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,4,1,2,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,,1,1,3,3,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,1,2,2,4,4,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,4,1,2,1,1,3,1,1,2,2,4,3,3,3,3,3,2,4,1,2,2,2,4,1,4,1,1,1,1,1,1,1,2,2,2,2,3,2,1,2,2,3,2,2,1,4,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,4,1,2,1,1,3,1,2,1,1,1,1,2,2,1,2,3,4,2,3,3,1,4,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,2,2,2,2,2,1,3,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,5,1,2,1,1,3,2,1,2,2,3,3,2,3,2,2,2,4,3,2,2,1,3,5,5,2,1,1,1,1,1,1,3,1,2,1,2,1,2,1,2,2,2,2,1,4,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,6,1,2,1,1,1,2,1,2,2,2,3,3,3,2,2,3,4,1,3,2,3,4,2,3,1,1,1,1,1,1,1,3,3,2,2,3,1,1,1,2,2,2,2,3,5,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,7,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,3,4,1,2,3,4,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,6,1,2,200401001,3
5.614627667,2,1,1,1,1,1,1,1,7,1,2,1,1,3,1,1,1,1,3,2,2,3,3,,1,4,1,7,7,1,4,5,2,1,1,1,1,1,1,1,3,1,2,2,2,1,1,1,2,3,3,2,1,4,1,2,200401001,3
6.293978617,1,5,5,4,2,3,6,1,4,2,2,3,2,1,2,1,1,1,1,,3,3,3,3,3,4,2,1,1,1,1,5,5,1,2,2,6,3,2,3,1,3,2,2,2,1,1,1,1,3,3,2,4,4,1,1,200401002,4
6.293978617,1,6,2,3,2,3,2,3,3,3,2,7,2,1,2,1,2,2,4,2,2,3,2,2,2,3,1,3,2,4,4,1,1,1,3,3,5,6,3,2,1,2,3,2,4,2,2,3,2,2,2,2,3,4,1,1,200401002,4
6.293978617,1,6,2,3,2,3,2,3,3,3,2,7,2,1,2,1,2,2,4,2,2,3,2,2,2,3,1,3,2,4,4,1,1,1,3,3,5,6,3,2,1,2,3,2,4,2,2,3,2,2,2,2,3,4,1,1,200401002,4
6.293978617,1,7,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,2,3,1,1,2,2,2,1,1,6,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,3,1,1,1,2,4,1,7,7,4,4,4,2,1,3,3,1,1,1,2,1,2,2,2,4,3,3,4,2,1,1,1,3,6,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,3,2,2,3,2,2,2,4,1,7,7,1,4,1,5,1,1,1,1,7,,4,3,2,2,2,4,3,3,4,2,1,1,3,1,4,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,3,4,2,2,2,2,2,1,3,4,1,2,7,4,4,1,2,1,1,1,1,1,1,3,1,2,4,2,4,2,4,3,2,2,2,2,1,6,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,1,2,2,1,1,3,4,1,3,1,4,3,3,3,3,3,2,3,1,1,1,3,3,2,1,2,1,1,1,1,1,4,1,4,3,,3,,4,2,2,2,2,1,6,1,1,,200401002,4
6.293978617,2,1,1,1,1,1,1,1,1,,1,2,1,1,3,1,3,1,2,2,2,2,2,,2,3,1,3,3,4,4,1,2,1,1,1,1,1,1,1,2,2,2,2,3,2,1,2,2,2,2,2,4,5,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,,,1,2,1,1,2,1,1,1,1,1,1,3,3,2,2,3,2,2,3,2,3,3,3,3,4,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,1,7,7,1,4,1,3,1,1,1,1,1,1,1,2,2,3,2,4,1,1,4,2,2,2,2,3,3,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,3,3,3,2,2,1,2,4,1,3,3,4,4,1,5,1,1,1,1,1,1,1,1,2,2,2,,2,2,4,2,1,1,1,3,4,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,2,1,2,2,1,1,,2,1,2,3,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,5,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,,2,1,7,7,1,4,1,1,1,1,1,1,1,1,1,1,4,2,2,2,1,1,2,2,1,1,1,3,6,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,2,2,1,2,2,2,4,1,7,7,4,4,1,1,1,1,1,1,1,1,1,2,3,2,2,3,3,2,4,2,2,2,2,3,4,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,3,2,2,2,2,2,2,4,1,7,7,1,3,3,3,1,1,1,1,1,1,1,2,2,2,2,3,2,2,4,2,1,1,2,3,3,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,4,1,1,1,2,2,2,4,1,7,7,1,4,1,1,1,1,1,1,1,1,1,3,1,2,2,3,1,3,1,2,2,2,2,1,4,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,1,3,3,3,3,3,3,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,2,,3,3,3,1,1,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,3,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,3,2,1,2,1,2,2,4,2,3,3,1,4,1,1,1,1,1,1,1,1,1,3,2,2,2,3,1,3,4,2,1,2,2,3,4,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,4,1,3,3,2,2,3,4,1,2,3,4,4,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,3,2,2,3,2,3,3,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,4,,,,,1,,4,1,7,7,3,4,1,5,1,1,1,1,1,1,1,3,4,1,,4,1,3,2,,3,1,,2,1,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,1,2,2,2,2,2,,,,2,1,2,3,1,2,2,2,,,4,1,1,4,1,1,1,1,1,1,1,2,1,3,3,4,2,2,2,2,,3,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,1,7,7,4,4,1,2,1,1,1,1,1,1,1,2,1,2,2,4,3,1,1,2,1,1,2,1,6,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,1,3,2,2,1,1,1,2,2,2,2,2,4,2,7,7,4,3,2,2,2,1,1,1,1,1,1,2,2,3,2,3,3,2,3,2,2,2,3,3,7,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,3,1,1,1,1,3,2,2,2,2,2,2,4,1,3,3,1,4,5,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,3,4,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,3,1,1,1,1,3,2,2,3,3,2,2,4,1,3,3,3,4,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,2,3,2,2,2,1,3,4,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,3,1,2,1,1,3,1,2,1,1,1,2,2,2,2,2,3,4,1,2,2,4,4,1,1,1,1,1,1,1,1,1,3,1,2,2,2,1,4,1,2,2,2,2,1,4,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,1,3,3,4,4,1,1,1,1,1,1,1,1,1,3,2,2,2,4,3,3,,2,3,3,3,3,4,1,1,200401002,4
6.293978617,2,1,1,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,2,2,2,3,2,2,2,4,2,2,2,3,4,1,2,1,1,1,1,1,1,1,3,2,2,2,3,2,2,3,2,1,2,2,3,4,1,1,200401002,4
